I_D	FLAG_TSUNAMI	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MW	EQ_MAG_MS	EQ_MAG_MB	EQ_MAG_ML	EQ_MAG_MFA	EQ_MAG_UNK	INTENSITY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
5697	Tsu	2003	5	27	17	11	 28.8	8	 5.7	 5.7	 5.5	 5.5					ALGERIA		ALGERIA:  ALGIERS, BOUMERDES, REGHAIA	  36.939	    3.578	15	       9	1			       200	3		2		3			       9	1			200	3		2		3		
5705		2003	7	10	17	6	 37.6	10	 5.8	 5.8	 5.5	 5.9					IRAN		IRAN:  SOUTHERN: GAJJIABAD	  28.355	   54.169	140	       1	1			        25	1		3	3500	4	3500	4	       1	1			25	1		3	3500	4		
5707		2003	7	21	15	16	 31.9	10	 5.9	 5.9	 6.0	 5.4					CHINA		CHINA:  YUNNAN PROVINCE	  25.975	  101.290	30	      16	1			       584	3	      75.000	4	264878	4	264878	4	      16	1			584	3	      75.000	4	264878	4		
5711		2003	7	26	23	18	 17.9	10	 5.7	 5.7	 5.5	 5.5					BANGLADESH		BANGLADESH:  RANGAMATI	  22.854	   92.306	60	       2	1			        25	1		2	500	3			       2	1			25	1		2	500	3		
5723		2003	9	22	4	45	 36.2	10	 6.4	 6.4	 6.6	 6.2				10	DOMINICAN REPUBLIC		DOMINICAN REPUBLIC:  PUERTO PLATA, SANTIAGO	  19.777	  -70.673	90	       3	1			        15	1		3		3			       3	1			15	1		3		3		
5725		2003	9	27	11	33	 25.0	16	 7.3	 7.3	 7.5	 6.5				10	RUSSIA		RUSSIA:  KOSH-AGACH, UST'-ULAGAN, ONGUDAI, SHEBALINO	  50.038	   87.813	40	       3	1			         5	1	      10.600	3	300	3			       3	1			5	1	      10.600	3	300	3		
5731		2003	10	16	12	28	  9.0	33	 5.6	 5.6	 5.6	 5.2					CHINA		CHINA:  YUNNAN PROVINCE:  DAYAO	  25.954	  101.254	30	       3	1			        32	1		3	12000	4	12000	4	       3	1			32	1		3	12000	4		
5732		2003	10	25	12	41	 35.2	10	 5.8	 5.8	 5.7	 5.8					CHINA		CHINA:  GANSU PROVINCE:  MINLE, SHANDAN	  38.400	  100.951	30	       9	1			        43	1	      40.000	4	10000	4			       9	1			43	1	      40.000	4	10000	4		
5734		2003	11	14	18	49	 46.5	33	 5.6	 5.6		 5.0					CHINA		CHINA:  YUNNAN PROVINCE:  LUDIAN, ZHAOTONG	  27.372	  103.971	30	       4	1			        65	1		2	600	3	600	3	       4	1			65	1		2	600	3		
5736		2003	11	18	17	14	 22.6	35	 6.5	 6.5	 6.5	 6.1				7	PHILIPPINES		PHILIPPINES:  SAMAR:  CAN-AVID	  12.025	  125.416	170	       1	1			        21	1		2	1	1		3	       1	1			21	1		2	1	1		3
5738		2003	12	1	1	38	 31.9	10	 6.0	 6.0	 5.9	 6.0					CHINA		CHINA:  XINJIANG:  ZHAOSU	  42.905	   80.515	40	      11	1			        47	1		3	769	3			      11	1			47	1		3	769	3		
5749		2003	12	22	19	15	 56.0	8	 6.6	 6.6	 6.4	 6.1				8	USA	CA	CALIFORNIA:  PASO ROBLES,TEMPLETON,ATASCADERO	  35.706	 -121.102	150	       2	1			        40	1	     300.000	4	40	1			       2	1			40	1	     300.000	4				
5750		2003	12	25	7	11	 11.5	33	 6.5	 6.5	 6.4	 6.0					PANAMA		PANAMA-COSTA RICA:  PUERTO ARMUELLES	   8.416	  -82.824	100	       2	1			        75	2		2				3	       2	1			75	2		2				3
5751		2003	12	26	1	56	 52.4	10	 6.6	 6.6	 6.8	 6.0				9	IRAN		IRAN:  SOUTHEASTERN:  BAM, BARAVAT	  28.995	   58.311	140	   31000	4			     30000	4	      32.700	4		4		4	   31000	4			30000	4	      32.700	4		4		
5752		2004	1	1	20	59	 31.9	45	 5.8	 5.8	 5.4	 5.5				6	INDONESIA		INDONESIA:  BALI, LOMBOK	  -8.310	  115.788	170	       1	1			        29	1		4	6000	4			       1	1			29	1		4	6000	4		
5758		2004	2	5	21	5	  2.8	17	 7.0	 7.0	 7.1	 6.1					INDONESIA		INDONESIA:  NABIRE	  -3.615	  135.538	170	      37	1			       682	3		4	2678	4			      37	1			682	3		4	2678	4		
5765		2004	2	24	2	27	 46.2	0	 6.4	 6.4	 6.4	 6.2				9	MOROCCO		MOROCCO:  AL HOCEIMA, IMZOURENE, BENI ABDALLAH	  35.142	   -3.997	15	     628	3			       926	3		4	2539	4			     628	3			926	3		4	2539	4		
5767		2004	3	25	19	30	 49.0		 5.6	 5.6	 5.4	 5.0					TURKEY		TURKEY:  ERZURUM	  39.930	   40.812	140	      10	1			        46	1		1	45	1	45	1	      10	1			46	1		1	45	1		
5771		2004	4	5	21	24	  4.0	187	 6.5	 6.5		 6.4					AFGHANISTAN		AFGHANISTAN:  HINDU KUSH:  KABUL, SAMANGAN; PAKISTAN	  36.512	   71.029	40	       3	1			         5	1							       3	1			5	1						
5783		2004	5	28	12	38	 44.4	17	 6.3	 6.3	 6.3	 6.2					IRAN		IRAN:  MAZANDARAN, QAZVIN, TEHRAN	  36.290	   51.610	140	      35	1			       400	3		3					      35	1			400	3		3				3
5797		2004	8	11	15	48	 26.8	7	 5.7	 5.7	 5.5	 5.3					TURKEY		TURKEY:  ELAZIG, SIVRICE	  38.377	   39.261	140	       1	1			        11	1		1					       1	1			11	1		1				
5800		2004	9	7	11	53	  6.1	22	 6.1	 6.1	 6.1	 6.1					ARGENTINA		ARGENTINA: CATAMARCA	 -28.573	  -65.840	160	       1	1				2		1		2		2	       1	1				2		1		2		
5807		2004	10	23	8	56	   .8	16	 6.6	 6.6	 6.3	 6.4					JAPAN		JAPAN:  HONSHU:  NIIGATA PREFECTURE	  37.226	  138.779	30	      40	1			      3183	4	   28000.000	4	6000	4			      40	1			3183	4	   28000.000	4	6000	4		
5810	Tsu	2004	11	11	21	26	 41.1	10	 7.5	 7.5	 7.3	 6.5					INDONESIA		INDONESIA:  KEPULAUAN ALOR	  -8.152	  124.868	170	      34	1			       400	3		3	781	3	16712	4	      34	1			400	3		3	781	3	16712	4
5812		2004	11	20	8	7	 22.0	16	 6.4	 6.4	 6.3	 6.2					COSTA RICA		COSTA RICA:  SAN JOSE, PARRITA, QUEPOS	   9.602	  -84.172	100	       8	1				2		3	526	3			       8	1				2		3	526	3		
5813	Tsu	2004	11	21	11	41	  7.7	14	 6.3	 6.3	 6.1	 6.3					GUADELOUPE		GUADELOUPE:  BASSE-TERRE, LES SAINTES	  15.679	  -61.706	90	       1	1			        12	1		2		3			       1	1			12	1		2		3		
5817		2004	11	26	2	25	  3.3	10	 7.1	 7.1	 7.2	 6.2				8	INDONESIA		INDONESIA:  NABIRE	  -3.609	  135.404	170	      32	1			       130	3	      55.000	4	328	3			      32	1			130	3	      55.000	4	328	3		
5823	Tsu	2004	12	26	0	58	 53.4	30	 9.1	 9.1	 8.8	 7.0					INDONESIA		INDONESIA:  SUMATRA:  ACEH:  OFF WEST COAST	   3.316	   95.854	170	    1001	4				3	   10000.000	4		3		3	  227899	4				3	   10000.000	4		3		
5839		2005	1	23	20	10	 12.1	11	 6.3	 6.3	 5.9	 5.8					INDONESIA		INDONESIA:  SULAWESI:  PALU	  -1.198	  119.933	170	       1	1			         4	1		2					       1	1			4	1		2				
5841		2005	1	25	16	44	 16.1	41	 5.9	 5.9	 5.6	 5.3					TURKEY		TURKEY:  HAKKARI	  37.622	   43.703	140	       2	1			        22	1		1					       2	1			22	1		1				
5848		2005	2	22	2	25	 22.9	14	 6.4	 6.4	 6.5	 6.0					IRAN		IRAN:  KERMAN PROVINCE:  ZARAND	  30.754	   56.816	140	     612	3			      1411	4		4	8000	4	8000	4	     612	3			1411	4		4	8000	4		
5856		2005	3	20	1	53	 41.8	10	 6.6	 6.6	 6.7	 5.9					JAPAN		JAPAN:  KYUSHU:  FUKUOKA, GENKAI	  33.807	  130.131	30	       1	1			       500	3		2	65	2			       1	1			500	3		2	65	2		
6657	Tsu	2005	3	28	16	9	 36.5	30	 8.6	 8.6	 8.4	 7.2					INDONESIA		INDONESIA:  SUMATERA:  SW	   2.085	   97.108	170	    1303	4			       340	3		4	300	3	300	3	    1313	4			340	3		4	300	3		
8135		2005	6	13	22	44	 33.9	116	 7.7	 7.7		 6.8					CHILE		CHILE:  TARAPACA	 -19.987	  -69.197	160	      11	1			       200	3			544	3			      11	1			200	3			544	3		
6776		2005	9	26	1	55	 37.6	115	 7.5	 7.5		 6.7					PERU		PERU:  LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA	  -5.678	  -76.398	160	       5	1			        60	2		2		3			       5	1			60	2		2		3		
6778		2005	10	8	3	50	 40.8	26	 7.6	 7.6	 7.7	 6.9				8	PAKISTAN		PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA	  34.539	   73.588	60	   76213	4			    146599	4	    6680.000	4		3		3	   76213	4			146599	4	    6680.000	4		3		
6779		2005	10	20	21	40	  4.0	10	 5.9	 5.9	 5.7	 5.5					TURKEY		TURKEY:  IZMIR	  38.152	   26.751	140	       1	1			        15	1		1		2		2	       1	1			15	1		1		2		
6829		2005	11	27	10	22	 19.1	10	 6.0	 6.0	 5.8	 6.1					IRAN		IRAN:  QESHM, ZIRANG	  26.774	   55.858	140	      13	1			       100	2		2					      13	1			100	2		2				
6830		2005	12	5	12	19	 56.6	22	 6.8	 6.8	 7.2	 6.4					CONGO		CONGO:  KALEMIE	  -6.224	   29.830	10	       6	1						1	300	3			       6	1						1	300	3		
6831		2005	12	12	21	47	 46.0	225	 6.5	 6.5		 6.0					AFGHANISTAN		AFGHANISTAN:  TILI, JALALABAD, BADAKHSHAN	  36.357	   71.093	40	       5	1			         1	1		1	100	2	100	2	       5	1			1	1		1	100	2		
7225		2006	2	22	22	19	  7.8	11	 7.0	 7.0	 7.5	 6.5					MOZAMBIQUE		MOZAMBIQUE	 -21.324	   33.583	10	       4	1			        36	1		2	294	3			       4	1			36	1		2	294	3		
7232		2006	3	25	7	28	 57.6	18	 5.9	 5.9	 5.5	 5.7					IRAN		IRAN:  SOUTHERN	  27.574	   55.685	140	       1	1			         1	1		1					       1	1			1	1		1				
7234		2006	3	31	1	17	   .9	7	 6.1	 6.1	 6.0	 5.7					IRAN		IRAN:  WESTERN:  BORUJERD, DORUD	  33.500	   48.780	140	      70	2			      1300	4		3		3		3	      70	2			1300	4		3		3		
7245		2006	5	26	22	53	 58.9	13	 6.3	 6.3	 6.2	 6.0					INDONESIA		INDONESIA:   JAVA:  BANTUL, YOGYAKARTA	  -7.961	  110.446	60	    5749	4			     38568	4	    3100.000	4	127000	4	127000	4	    5749	4			38568	4	    3100.000	4	127000	4		
7363		2006	7	29	0	11	 51.3	34	 5.6	 5.6	 5.2	 4.8					TAJIKISTAN		TAJIKISTAN:  PANJ-QUMSANGIR	  37.255	   68.828	40	       3	1			        19	1			721	3	721	3	       3	1			19	1			721	3		
7409		2006	9	29	18	23	  5.9	52	 5.5	 5.5	 4.8	 5.3					TRINIDAD AND TOBAGO		TRINIDAD:  GASPARILLO	  10.814	  -61.758	90	       1	1											       1	1										
7420		2006	12	1	14	1	 47.5	43	 6.3	 6.3	 6.0	 5.9					INDONESIA		INDONESIA:  SUMABAWA:  BIMA	  -8.251	  118.777	170	       1	1			        14	1		1	20	1			       1	1			14	1		1	20	1		
7444		2006	12	17	21	39	 17.4	30	 5.8	 5.8	 5.8	 5.5					INDONESIA		INDONESIA:  SUMATERA:  NORTHERN, MUARASIPONGI	    .626	   99.859	170	       7	1			       100	2		3	680	3			       7	1			100	2		3	680	2		
7413	Tsu	2006	12	26	12	26	 21.1	10	 7.0	 7.0	 7.3	 6.4					TAIWAN		TAIWAN:  PINGTUNG	  21.799	  120.547	30	       2	1			        40	1		1		2			       2	1			40	1		1		2		
7456		2007	1	21	11	27	 45.0	22	 7.5	 7.5	 7.3	 6.7					INDONESIA		INDONESIA:  MOLUCCA ISLANDS:  N	   1.065	  126.282	170	       4	1			         4	1		1					       4	1			4	1		1				
7481		2007	3	6	3	49	 38.9	19	 6.4	 6.4	 6.4	 5.9				8	INDONESIA		INDONESIA:  SUMATRA:  SOUTHERN	   -.493	  100.498	170	      67	2			       826	3		3	43719	4	43719	4	      67	2			826	3		3	43719	4		
7448	Tsu	2007	3	25	0	41	 57.8	8	 6.7	 6.7	 6.8	 6.1					JAPAN		JAPAN:  HONSHU:  W COAST	  37.336	  136.588	30	       1	1			       150	3		3	58	2	455	3	       1	1			150	3		3	58	2	455	3
7457	Tsu	2007	4	1	20	39	 56.3	24	 8.1	 8.1	 7.9	 6.8					SOLOMON ISLANDS		SOLOMON ISLANDS	  -8.466	  157.043	170	      54	2						3	300	3	500	3	      54	2						3	2500	4	500	3
7525		2007	6	2	21	34	 57.7	5	 6.1	 6.1	 6.3	 5.7					CHINA		CHINA:  YUNNAN PROVINCE:  NING'ER	  23.028	  101.052	30	       3	1			       329	3	     310.000	4					       3	1			329	3	     310.000	4				
7521	Tsu	2007	7	16	1	13	 22.0	10	 6.6	 6.6							JAPAN		JAPAN:  HONSHU:  W COAST	  37.570	  138.478	30	       9	1			      1088	4	   12500.000	4			875	3	       9	1			1088	4	   12500.000	4			875	3
7531	Tsu	2007	8	2	2	37	 42.3	5	 6.2	 6.2	 6.2	 5.3					RUSSIA		RUSSIA:  TATAR STRAIT	  47.116	  141.798	50	       2	1			        12	1		1	11	1	20	1	       2	1			12	1		1	11	2	20	1
7537	Tsu	2007	8	15	23	40	 57.8	39	 8.0	 8.0	 7.9	 6.7				8	PERU		PERU:  ICA, PISCO, LIMA	 -13.386	  -76.603	160	     514	3			      1090	4		4	39700	4			     514	3			1090	4		4	39700	4		
7574	Tsu	2007	9	12	11	10	 26.8	34	 8.4	 8.4	 8.5	 6.9					INDONESIA		INDONESIA:  SUMATRA	  -4.438	  101.367	60	      25	1			       161	3		3	56425	4	56425	4	      25	1			161	3		3	56425	4		
7634	Tsu	2007	11	14	15	40	 50.5	40	 7.7	 7.7	 7.4	 6.7				8	CHILE		CHILE:  TOCOPILLA, MARIA ELENA	 -22.247	  -69.890	160	       2	1			        65	2		3		4			       2	1			65	2		3		4		
7674		2007	11	25	16	2	 17.9	35	 6.5	 6.5		 6.2	6.3				INDONESIA		INDONESIA:  SUMBAWA ISLAND	  -8.277	  118.339	170	       3	1				3		2		3			       3	1				3		2		3		
7675	Tsu	2007	11	29	19	0	 20.4	156	 7.4	 7.4		 6.9					MARTINIQUE		MARTINIQUE	  14.944	  -61.274	90	       1	1			       102	3		1					       1	1			102	3		1				
7724		2007	12	20	7	55	 15.8	20	 6.6	 6.6	 6.5	 6.3	6.9			7	NEW ZEALAND		NEW ZEALAND:  OFF COAST NORTH ISLAND	 -39.011	  178.291	170	       1	1						1	3	1			       1	1						1	3	1		
7750		2008	1	22	17	14	 57.9	20	 6.1	 6.1		 5.9					INDONESIA		INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI	   1.011	   97.442	170	       1	1			         5	1		1					       1	1			5	1		1				2
7764		2008	2	3	7	34	 12.1	10	 5.9	 5.9	 5.8	 6.1					CONGO		CONGO:  BUKAVU	  -2.296	   28.900	10	      38	1			       717	3		3	99	2	815	3	      38	1			717	3		3	99	2	815	3
7870		2008	2	20	8	8	 30.5	26	 7.4	 7.4	 7.5	 6.5					INDONESIA		INDONESIA:  SUMATERA:  ACEH PROVINCE	   2.768	   95.964	170	       3	1			        25	1							       3	1			25	1						
7843	Tsu	2008	5	12	6	28	  1.5	19	 7.9	 7.9	 8.1	 6.9				9	CHINA		CHINA:  SICHUAN PROVINCE	  31.002	  103.322	30	   87652	4			    374171	4	   86000.000	4	5360000	4	5360000	4	   87652	4			374171	4	   86000.000	4	5360000	4	21000000	4
7879		2008	5	24	19	20	 42.4	9	 5.6	 5.6							COLOMBIA		COLOMBIA:  META, QUETAME	   4.330	  -73.764	160	       6	1						1				2	       6	1						1				2
7881		2008	5	25	8	21	 48.7	10	 6.0	 6.0	 6.0	 5.8					CHINA		CHINA:  SICHUAN PROVINCE	  32.570	  105.424	30	       8	1			       927	3		4	400000	4	400000	4	       8	1			927	3		4	400000	4		
8125		2008	6	6	20	2	 56.8	4	 5.5	 5.5	 5.3	 5.5					ALGERIA		ALGERIA:  ORAN	  35.883	    -.658	15	       1	1			        30	1		2		2		2	       1	1			30	1		2		2		
7925		2008	6	8	12	25	 29.7	16	 6.3	 6.3	 6.3	 6.2					GREECE		GREECE:  ACHAIA, ILEIA	  37.963	   21.525	130	       2	1			       240	3		3	1156	4			       2	1			240	3		3	1156	4		
7907		2008	6	13	23	43	 45.3	8	 6.9	 6.9	 7.0	 6.5					JAPAN		JAPAN:  HONSHU:  TOKYO	  39.030	  140.881	30	      13	1			       357	3		3			614	3	      13	1			357	3		3			614	3
8163		2008	7	8	9	13	  7.4	123	 6.2	 6.2		 5.8					PERU		PERU:  AREQUIPA	 -15.986	  -71.748	160	       1	1						1				2	       1	1						1				2
8164		2008	7	23	15	26	 19.9	108	 6.8	 6.8		 6.6					JAPAN		JAPAN:  HONSHU:  N	  39.802	  141.464	30	       1	1			       200	3		2	90	2	90	2	       1	1			200	3		2			90	2
8165		2008	7	24	7	9	 30.0	10	 5.6	 5.6	 5.4	 5.6					CHINA		CHINA:  SICHUAN PROVINCE	  32.747	  105.542	30	       1	1			        17	1		3	1200	4	1200	4	       1	1			17	1		3	1200	4		
8168		2008	8	5	9	49	 17.2	6	 6.0	 6.0	 6.0	 5.9					CHINA		CHINA:  SICHUAN PROVINCE	  32.756	  105.494	30	       4	1			        29	1		1					       4	1			29	1		1				1
8172		2008	8	21	12	24	 29.5	1	 6.0	 6.0	 5.9	 5.6					CHINA		CHINA:  YUNNAN PROVINCE	  25.044	   97.684	30	       5	1			       127	3		3					       5	1			127	3		3				
8132		2008	8	30	8	30	 54.0	17	 5.9	 5.9	 5.8	 5.7					CHINA		CHINA:  SICHUAN PROVINCE	  26.272	  101.937	30	      43	1			       589	3		4	392000	4	392000	4	      43	1			589	3		4	392000	4		
8133		2008	9	10	11	0	 34.0	12	 6.1	 6.1	 6.0	 6.1					IRAN		IRAN:  HORMOZGAN PROVINCE	  26.743	   55.828	140	       7	1			        45	1		3		3		3	       7	1			45	1		3		3		3
8160		2008	10	5	15	52	 49.4	27	 6.6	 6.6	 6.9	 6.4					KYRGYZSTAN		KYRGYZSTAN: NURA	  39.533	   73.824	40	      74	2			       140	3		2		2			      74	2			140	3		2		2		
8161		2008	10	6	8	30	 45.5	12	 6.3	 6.3	 6.2	 6.0					CHINA		CHINA:  TIBET (XIZANG PROVINCE)	  29.807	   90.350	40	       9	1			        19	1		2		3			       9	1			19	1		2		3		
8162		2008	10	11	9	6	 10.7	16	 5.7	 5.7	 5.5	 5.6					RUSSIA		RUSSIA:  CAUCASUS:  CHECHNYA	  43.372	   46.254	40	      13	1			       100	2		3			1027	4	      13	1			100	2		3			1027	4
8177		2008	10	28	23	9	 57.6	15	 6.4	 6.4	 6.6	 6.3					PAKISTAN		PAKISTAN:  QUETTA	  30.639	   67.351	60	     166	3			       370	3		4	3487	4	3487	4	     166	3			370	3		4	3487	4	4125	4
8191	Tsu	2008	11	16	17	2	 32.7	30	 7.3	 7.3	 7.0	 6.5					INDONESIA		INDONESIA:  MINAHASSA PENINSULA	   1.271	  122.091	170	       6	1			        77	2		3			1000	3	       6	1			77	2		3			1000	3
8204	Tsu	2009	1	3	19	43	 50.6	17	 7.6	 7.6	 7.5	 6.6					INDONESIA		PAPUA NEW GUINEA:  NEAR NORTH COAST	   -.414	  132.885	170	       5	1			       250	3		3			840	3	       5	1			250	3		3			840	3
8210		2009	1	8	19	21	 35.6	14	 6.1	 6.1	 6.0	 5.7					COSTA RICA		COSTA RICA:  LA PAZ	  10.165	  -84.197	100	      23	1	17	1	       100	2		3	518	3			      23	1	17	1	100	2		3	518	3		
8264		2009	4	6	1	32	 39.0	9	 6.3	 6.3	 6.2	 5.6					ITALY		ITALY:  L'AQUILA	  42.334	   13.334	130	     309	3			      1500	4	    2500.000	4	15000	4			     309	3			1500	4	    2500.000	4	15000	4		
8277		2009	4	7	17	47	 37.0	15	 5.5	 5.5	 5.4	 5.4					ITALY		ITALY:  L'AQUILA	  42.275	   13.464	130	       1	1						1				1	       1	1						1				1
8297	Tsu	2009	5	28	8	24	 45.0	10	 7.3	 7.3	 7.2	 6.7					HONDURAS		HONDURAS:  NORTHERN; BELIZE	  16.720	  -86.236	90	       7	1			        40	1		2	135	3	25	1	       7	1			40	1		2	135	3	25	1
8377	Tsu	2009	8	10	20	7	  9.1	40	 6.4	 6.4		 6.1					JAPAN		JAPAN:  HONSHU:  S COAST	  34.743	  138.264	30	       1	1			       123	3		3			5192	4	       1	1			123	3		3			5192	4
8386		2009	9	2	7	55	  1.0	46	 7.0	 7.0	 7.0	 6.8					INDONESIA		INDONESIA:  JAVA	  -7.782	  107.297	170	      81	2			      1297	3		3					      81	2			1297	3		3			54000	4
8392		2009	9	21	8	53	  5.9	14	 6.1	 6.1	 6.1	 6.1					BHUTAN		BHUTAN:  TASHIGANG	  27.332	   91.437	60	      11	1						3		3		3	      11	1				3		3		3		
8409	Tsu	2009	9	30	10	16	  9.2	81	 7.5	 7.5		 7.1					INDONESIA		INDONESIA:  SUMATRA:  PADANG	   -.720	   99.867	60	    1117	4			      1214	4	    2200.000	4		3	181665	4	    1117	4			1214	4	    2200.000	4		3	181665	4
8552		2009	10	1	1	52	 27.3	10	 6.6	 6.6	 6.7	 5.9					INDONESIA		INDONESIA:  SUMATRA:  SOUTHERN:  KERINCI	  -2.515	  101.501	170	       3	1					      10.000	3		3		3	       3	1					      10.000	3		3		
8574		2009	10	22	19	51	 27.5	18	 6.1	 6.1		 6.1					AFGHANISTAN		AFGHANISTAN:  HINDU KUSH	  36.517	   70.950	40	       5	1						1					       5	1						1				
8451		2009	11	8	19	41	 43.3	18	 6.6	 6.6	 6.5	 6.3					INDONESIA		INDONESIA:  SUMABAWA:  BIMA	  -8.207	  118.631	170	       2	1			       200	3	       2.430	2					       2	1			200	3	       2.430	2				2
8793		2009	12	8	3	8	 57.2	8	 5.9	 5.9	 5.9	 5.9					MALAWI		MALAWI:  KARONGA	  -9.948	   33.878	10	       1	1			        15	1		3					       1	1			15	1		3			3000	4
8632		2009	12	19	23	19	 15.5	6	 6.0	 6.0	 6.0	 6.0					MALAWI		MALAWI:  KARONGA	 -10.108	   33.818	10	       3	1			       250	3		3	1111	4	1111	4	       3	1			250	3		3	1111	4	3565	4
8732	Tsu	2010	1	12	21	53	 10.0	13	 7.0	 7.0	 7.3	 6.8					HAITI		HAITI:  PORT-AU-PRINCE	  18.457	  -72.533	90	  316000	4			     30000	4	    8000.000	4	97294	4	188383	4	  316000	4			300000	4	    8000.000	4	97294	4	188383	4
8872	Tsu	2010	2	27	6	34	 11.5	23	 8.8	 8.8	 8.5	 7.2				9	CHILE		CHILE:  MAULE, CONCEPCION, TALCAHUANO	 -36.122	  -72.898	160	     402	3			     12000	4	   30000.000	4			500000	4	     558	3			12000	4	   30000.000	4			500000	4
9053		2010	2	27	15	45	 37.0	10	 6.3			 6.3					ARGENTINA		ARGENTINA:  SALTA	 -24.872	  -65.602	160	       2	1			         2	1							       2	1			2	1						
8892		2010	3	8	2	32	 34.7	12	 6.1	 6.1	 6.0	 5.9					TURKEY		TURKEY:  ELAZIG PROVINCE:  OKCULAR, YUKARI DEMIRCI	  38.864	   39.986	140	      51	2			       100	2		2	287	3	287	3	      51	2			100	2		2	287	3	700	3
8932		2010	4	4	22	40	 43.1	4	 7.2	 7.2	 7.3	 6.4					MEXICO		MEXICO:  BAJA CALIFORNIA	  32.297	 -115.278	150	       2	1			       233	3	    1150.000	4				3	       2	1			233	3	    1150.000	4				3
8972		2010	4	13	23	49	 38.3	17	 6.9	 6.9	 7.0	 6.5					CHINA		CHINA:  QINGHAI PROVINCE:  YUSHU	  33.165	   96.548	30	    2220	4	70	2	     12135	4	     500.000	4	15000	4			    2220	4	70	2	12135	4	     500.000	4	15000	4		
9012		2010	4	18	20	28	 50.2	13	 5.6	 5.6	 5.4	 5.7					AFGHANISTAN		AFGHANISTAN:  SAMANGAN PROVINCE	  35.633	   67.658	40	      11	1			        70	2		4	2000	4			      11	1			70	2		4	2000	4		
9292		2010	6	16	3	16	 27.5	18	 7.0	 7.0	 7.1	 6.7				6	INDONESIA		INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN	  -2.174	  136.543	170	      17	1						3	2556	4			      17	1						3	2556	4		
9767		2010	6	30	7	22	 27.6	20	 6.2	 6.2	 6.0	 5.9					MEXICO		MEXICO:  SAN ANDRES HUAXPALTEPEC	  16.396	  -97.782	150	       1	1											       1	1										
9412		2010	7	20	19	38	  9.5	10	 5.8	 5.8		 5.6					IRAN		IRAN:  FARSINAJ	  27.022	   53.861	140	       1	1			        32	1		2				3	       1	1			32	1		2				3
9472		2010	8	27	19	23	 49.5	7	 5.7	 5.7	 5.5	 5.6					IRAN		IRAN:  DAMGHAN-TORUD	  35.490	   54.470	140	       3	1			       200	3		3	700	3			       3	1			200	3		3	700	3		
9552		2010	9	27	11	22	 46.0	27	 5.8	 5.8	 5.6	 5.9	6				IRAN		IRAN:  SHIRAZ	  29.647	   51.665	140	       1	1			         3	1		1		1			       1	1			3	1		1		1		
9632		2010	11	3	0	56	 55.0	1	 5.5	 5.5	 5.2	 5.3				6	SERBIA AND MONTENEGRO		BALKANS NW: SERBIA:  KRALJEVO	  43.760	   20.673	130	       2	1			       100	2		3	1000	3	5000	4	       2				100	2		3	1000	3	5000	4
9760		2010	12	20	18	41	 59.2	12	 6.5	 6.5	 6.7	 6.7					IRAN		IRAN:  KERMAN	  28.412	   59.180	140	       7	1			        25	1		3		3	1800	4	       7	1			25	1		3		3	1800	4
9763		2011	1	18	20	23	 23.4	68	 7.2	 7.2		 6.7					PAKISTAN		PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN	  28.777	   63.951	60	       3	1				2		2	200	3	200	3	       3	1				2		2			200	3
9831		2011	2	4	13	53	 46.2	85	 6.3	 6.3		 6.4					MYANMAR (BURMA)		MYANMAR (BURMA):  MONYWA	  24.618	   94.680	60	       1	1						1		2			       1	1						1		2		
9779		2011	2	21	23	51	 42.3	6	 6.1	 6.1	 6.3	 6.1	6.3				NEW ZEALAND		NEW ZEALAND:  CHRISTCHURCH, LYTTELTON	 -43.583	  172.680	170	     181	3			      1500	4	   15000.000	4	100000	4			     181	3			1500	4	   15000.000	4	100000	4		
9836		2011	3	10	4	58	 16.0	26	 5.5	 5.5	 5.3	 5.4	5.4				CHINA		CHINA:  YUNNAN PROVINCE:  PINGYUAN	  24.719	   97.969	30	      25	1			       250	3		3	1039	4	12528		      25	1			250	3		3	1039	4	12528	4
